,danceability,duration,end_of_fade_in,energy,key,loudness,mode,start_of_fade_out,tempo,time_signature,artist_familiarity,artist_hotttnesss,artist_latitude,artist_location,artist_longitude,artist_name,release,song_hotttnesss,title,year,e_grammy,e_billboard,e_spotify
26,0.0,113.37098,0.0,0.0,9,-4.715,0,113.371,121.931,3,0.563502958183,0.438399455431,,,,Weekend Nachos,Unforgivable,0.594765312258,Pain Over Acceptance,0,0,0.0,1
27,0.0,250.98404,0.165,0.0,5,-4.264,1,238.039,135.598,4,0.619206537657,0.14468466091,42.88544,"Buffalo, NY",-78.87846,Stemm,Songs for the Incurable Heart,0.473346541109,On the Surface,2005,0,0.0,0
28,0.0,244.40118,2.183,0.0,8,-9.759,1,230.986,101.028,3,0.87253659867,0.610731462904,,"Boston, MA",,Aerosmith,Night In The Ruts,,Remember (Walking In The Sand),1979,0,40.0,1
29,0.0,194.29832,0.879,0.0,10,-20.896,0,185.539,121.421,7,0.427009595772,0.28974076939,32.77815,"Dallas, TX",-96.7954,Hot Lips Page,Singin' The Blues,0.288481642656,Just Another Woman,0,0,0.0,0
30,0.0,152.24118,0.084,0.0,2,-6.768,1,152.241,128.175,1,0.548457981763,0.401557596973,,,,Kultiration,Om Gaia,,Bakslag,2004,0,0.0,0
31,0.0,300.72118,0.0,0.0,5,-5.036,1,287.347,119.997,4,0.483697664328,0.377215543357,,,,Ewigkeit,Radio Ixtlan,,The New Way,2004,0,0.0,0
32,0.0,531.17342,2.177,0.0,11,-11.258,0,527.552,126.017,4,0.496375093595,0.400220682363,,,,Ogris Debris,Black Label #57,0.304169503435,Raid The Itch,0,0,0.0,0
33,0.0,279.30077,0.0,0.0,7,-6.772,1,271.029,125.737,4,0.691744457552,0.471398997844,41.88415,"Chicago, IL",-87.63241,Warren Zevon,The Wind,0.504034340805,The Rest of the Night,2003,0,0.0,1
34,0.0,241.78893,0.194,0.0,0,-9.089,1,238.788,91.974,4,0.179311748211,0.0,49.38426,CANADA - Ontario,-84.75627,Andrea Klas,Orion,0.0,Ride,0,0,0.0,0
35,0.0,322.71628,0.212,0.0,9,-7.889,1,319.083,89.982,4,0.549336519471,0.40069053808,55.8578,"Glasgow, Scotland",-4.24251,The Soup Dragons,This Is Our Art,,Passion Protein,1988,0,0.0,0
36,0.0,192.49587,0.0,0.0,8,-4.871,1,187.977,213.979,4,0.651981428735,0.441646964055,,,,Write This Down,Write This Down,0.587312037589,Redemption,2010,0,0.0,0
37,0.0,218.53995,0.171,0.0,4,-5.164,0,210.889,82.009,3,0.586126239415,0.416823978537,51.16418,GERMANY,10.45415,X-Perience,Lost In Paradise,,Dream Of Love,2006,0,0.0,0
38,0.0,394.23955,0.0,0.0,0,-7.122,1,379.629,168.837,3,0.700119954066,0.534383741792,62.19845,SWEDEN,17.55142,Diablo Swing Orchestra,Sing-Along Songs for the Damned and Delirious,0.730161384887,Lucy Fears the Morning Star,2009,0,0.0,1
39,0.0,356.51873,0.067,0.0,6,-4.634,1,344.335,82.17,4,0.664265988675,0.427148606951,43.64856,"Toronto, Ontario, Canada",-79.38533,Fucked Up,Hidden World,0.660560037355,Baiting the Public,2006,0,0.0,0
40,0.0,258.53342,0.0,0.0,7,-13.031,1,249.382,131.061,4,0.464807726204,0.367066705547,39.75911,"Dayton, Ohio",-84.19444,Drexel,TheBloodyTransylvaniaStreetMachine,,Death Acceptor,0,0,0.0,0
41,0.0,154.85342,0.0,0.0,9,-9.336,0,145.479,150.887,4,0.590994223819,0.475026044388,34.13602,"Glendora, CA",-117.86483,The Surfaris,100 Years of Surfing,,Wipeout,1988,0,0.0,1
42,0.0,11.75465,0.0,0.0,8,-7.598,1,11.755,47.649,1,0.603382767951,0.449423634694,,DE,,Kool Savas,Die besten Tage sind gezählt,,Fick uns,0,0,0.0,0
43,0.0,329.40363,6.269,0.0,4,-8.135,0,299.148,144.005,4,0.613547419192,0.410691583747,40.99471,Pennsylvania,-77.60454,Kingdom Come,Ain't Crying for the Moon,0.3759843015,Two Legged Sheep,2006,0,0.0,0
44,0.0,200.28036,0.0,0.0,2,-7.405,0,188.418,97.077,4,0.276202321321,0.394105271937,,,,Kristian Meurman,Galaksi,,Joku muu,2009,0,0.0,0
45,0.0,251.50649,0.0,0.0,2,-10.792,1,249.139,86.2,4,0.422661642868,0.253834553554,,,,Gangster Fun,Time Flies When You're Gangster Fun,,Brown Paper Bag,1992,0,0.0,0
46,0.0,194.53342,0.34,0.0,0,-14.914,1,189.492,71.513,1,0.586746110888,0.433199068755,,"Nairobi, Kenya",,Roger Whittaker,Wind Beneath My Wings,0.0,You Needed Me,1994,0,0.0,0
47,0.0,225.35791,0.171,0.0,7,-5.232,1,221.269,120.115,4,0.533277968682,0.368353280457,,,,A.Human,Third Hand Prophecy,,Pacey Singer,2008,0,0.0,0
48,0.0,214.72608,0.502,0.0,2,-16.003,1,210.036,99.101,4,0.488807902674,0.382498694146,,,,Archie Roach,Charcoal Lane,0.0,Summer Of My Life,1990,0,0.0,0
49,0.0,435.09506,0.0,0.0,2,-9.669,1,419.248,127.963,4,0.518502344565,0.218983285092,,,,Janette Slack,Shake And Play,,Red Ramona,0,0,0.0,0
50,0.0,167.00036,0.0,0.0,6,-18.653,0,158.157,195.338,1,0.583527778228,0.389996030634,,,,Luis Eduardo Aute,Aire/Invisible,0.0,What Matters Is Just You,0,0,0.0,0
51,0.0,182.5171,0.403,0.0,2,-12.337,1,172.362,241.715,4,0.428853814622,0.395822646178,35.83073,Tennessee,-85.97874,Lonesome River Band,One Step Forward,0.212045405484,Southern Comfort,0,0,0.0,0
52,0.0,130.08934,0.0,0.0,4,-7.103,0,130.089,135.011,4,0.608251361484,0.367082361526,,,,Retard-O-Bot,Friendship Forever,0.207985423578,Something From Nothing,2005,0,0.0,0
53,0.0,324.30975,0.157,0.0,0,-9.989,1,301.279,80.04,3,0.456605059966,0.36074498441,40.71455,New York,-74.00712,Michael Whalen,The Other Coast,,Half Light,0,0,0.0,0
54,0.0,195.49995,0.231,0.0,9,-8.828,1,188.308,85.916,4,0.679789023574,0.483035298046,,"Cleveland, TN",,Mark Wills,Country Linedancing,0.633197379188,High Low And In Between,1996,0,0.0,0
55,0.0,377.0771,2.839,0.0,0,-20.068,1,365.296,103.804,4,0.522209599542,0.344211614046,39.94525,"Camden, NJ",-75.11913,"Richard ""Groove"" Holmes","Greatest Hits Of Richard ""Groove"" Holmes",,Caravan,0,0,0.0,0
56,0.0,384.67873,0.845,0.0,0,-15.607,1,377.452,149.986,4,0.354335156222,0.281445413983,,,,DJ Markitos,Inside Your Dreams,0.212045405484,Inside Your Dreams,2003,0,0.0,0
57,0.0,307.51302,3.64,0.0,6,-6.173,0,300.884,98.023,4,0.595554053513,0.400705227151,,,,Bacilos,Caraluna,0.594483378604,Viejo,0,0,0.0,1
58,0.0,226.19383,0.984,0.0,1,-5.412,0,214.825,146.016,4,0.496561134206,0.375137642771,,,,The Wolfmen,Kama Sutra,,Kama Sutra,0,0,0.0,0
59,0.0,174.70649,0.289,0.0,11,-7.199,0,171.265,136.494,1,0.577353466481,0.378315418943,,"San Francisco, CA",,Link 80,17 Reasons,0.407233014901,What Can I Do?,1997,0,0.0,0
60,0.0,193.64526,0.258,0.0,7,-9.386,1,181.197,134.012,4,0.481448549351,0.36510651692,,,,Prager Handgriff,Maschinensturm,,Bihac,1995,0,0.0,0
61,0.0,93.30893,0.0,0.0,10,-4.322,0,93.309,98.661,4,0.475801738662,0.296215453336,,,,Marc Live,Operation Infinite Grit,,Hard Life Feat Raw Breed,0,0,0.0,0
62,0.0,272.92689,0.179,0.0,6,-6.223,0,268.283,80.064,4,0.423520253387,0.0,,,,Thought Industry,Black Umbrella,0.352232225005,Edward Smith,1997,0,0.0,0
63,0.0,229.01506,0.219,0.0,11,-7.09,1,210.768,85.194,4,0.513720054825,0.0,,"Dallaz, TX",,Red Animal War,Breaking In An Angel,,Dark Country,0,0,0.0,0
64,0.0,175.59465,0.316,0.0,6,-15.301,1,170.162,122.722,4,0.428853814622,0.395822646178,35.83073,Tennessee,-85.97874,Lonesome River Band,Old Country Town,0.3759843015,Highway Paved With Pain,2007,0,0.0,1
65,0.0,220.682,2.932,0.0,7,-10.12,1,215.388,123.958,4,0.546727553963,0.386180416079,51.77045,"Essex, England",0.64255,Sunscreem,Love U More: The Very Best Of,0.0,Britannia,2009,0,0.0,0
66,0.0,444.73424,0.0,0.0,11,-8.948,1,434.579,127.988,4,0.751012252554,0.518324480349,,"London, England",,Underworld,Ring Road,,Ring Road,2007,0,0.0,1
67,0.0,226.11546,0.182,0.0,11,-9.908,0,222.244,67.826,3,0.580683604447,0.374146504139,,,,Neal Morse,So Many Roads,,That Crutch,2007,0,0.0,0
68,0.0,245.28934,0.0,0.0,2,-9.542,1,241.046,109.967,4,0.628756427536,0.417775071925,,,,The Funky Lowlives,Get Your Stereo Deluxed Vol. 6,,Irreplaceable,2002,0,0.0,1
69,0.0,252.23791,0.171,0.0,4,-10.665,1,228.299,108.885,4,0.570919033996,0.37540422898,42.99671,"Grand Rapids, MI",-85.59012,Brian Vander Ark,Resurrection,,And Then You Went Away,2004,0,0.0,0
70,0.0,136.88118,0.39,0.0,1,-8.008,1,131.146,147.355,4,0.528835697897,0.343133497395,34.05349,"Los Angeles, CA",-118.24532,Debbie Davies,Loose Tonight,0.265861049211,You Don't Know What You're Doing,0,0,0.0,0
71,0.0,305.78893,6.676,0.0,2,-7.666,1,293.03,140.087,4,0.543839379698,0.511693420787,,,,Zen Cafe,Helvetisti järkeä,0.507489844445,En oo koskaan tavannut,2001,0,0.0,0
72,0.0,225.2273,2.746,0.0,1,-4.28,1,221.263,135.653,3,0.568817935253,0.431585676539,,,,Warlocks,The Never Ending Story,0.0,Militant Musicfreaks,0,0,0.0,0
73,0.0,172.06812,0.0,0.0,2,-5.752,1,168.182,109.222,4,0.468140065476,0.282824921087,48.85692,Paris,2.34121,La Souris Déglinguée,As-tu déjà oublié?,,Rock'n'roll vengeance,2003,0,0.0,0
74,0.0,161.35791,0.334,0.0,0,-6.559,0,151.324,167.843,4,0.42658478399,0.356104206558,,,,Glen Glenn,Glen Rocks,,Laurie Ann,2000,0,0.0,1
75,0.0,178.88608,3.477,0.0,2,-18.946,1,164.171,155.655,7,0.566661657956,0.418356680774,62.19845,Sweden,17.55142,Sofia Karlsson,Visor från vinden (Bonus Version),0.360370582712,Näckaspel,2007,0,0.0,0
76,0.0,363.57179,0.101,0.0,7,-8.89,1,354.615,91.971,5,0.379705170997,0.294967996688,,,,Krid P,The Great Bouzouki / Get Up,0.0,Get Up (Club Mix),0,0,0.0,0
77,0.0,226.06322,0.363,0.0,4,-9.176,0,214.756,90.49,4,0.721520715185,0.446325881317,,,,Teairra Marí,Roc-A-Fella Records Presents Teairra Marí,0.487112194863,Make Her Feel Good,2005,0,0.0,1
78,0.0,216.63302,0.0,0.0,1,-4.291,1,206.739,147.977,1,0.403429948404,0.0,32.67828,Georgia,-83.22295,Silent Kids,Dinosaurs Turn Into Birds,,Radio Was Unplugged,0,0,0.0,0
79,0.0,328.80281,0.154,0.0,7,-8.445,1,325.764,136.832,4,0.50006164811,0.322816833674,,,,Mental Overdrive,The phuture that never happened,0.0,Communion,1991,0,0.0,0
80,0.0,347.97669,0.0,0.0,1,-5.199,0,325.904,99.993,1,0.613702376973,0.394002247383,,,,Exhumed,Garbage daze re-regurgitated,0.266955186276,No quarter,0,0,0.0,0
81,0.0,223.9473,0.316,0.0,7,-7.417,1,216.16,119.301,4,0.842332789509,0.747251065679,,"Kingsland, AR",,Johnny Cash,Unchained,,Rowboat,1996,0,0.0,1
82,0.0,181.81179,0.0,0.0,11,-10.819,0,172.228,183.791,4,0.558266134534,0.338464497975,,,,Anael Miller,Silence,0.0,Pourquoi,0,0,0.0,0
83,0.0,171.7024,0.073,0.0,11,-4.774,0,166.655,118.594,7,0.519833434734,0.312319794621,,,,New York Rel-X,Sold Out Of Love,,Sold Out Of Love,2005,0,0.0,0
84,0.0,179.51302,0.399,0.0,5,-10.23,1,165.622,101.151,4,0.381687665925,0.2352544766,,,,Bad Dreams Fancy Dress,Girltalk,0.299877488274,Rave Up,1989,0,0.0,0
85,0.0,114.99057,2.99,0.0,11,-11.582,0,111.113,175.877,4,0.484893131196,0.344871922171,,,,The Real Kids,Grown Up Wrong,,She's Alright,1977,0,0.0,1
86,0.0,303.33342,0.0,0.0,1,-4.8,0,303.333,122.94,4,0.417932125654,0.251498173685,43.7427,Michigan,-84.62167,EM1,Live 2005,0.253523649818,How Great Is Our King,2005,0,0.0,0
87,0.0,225.59302,1.106,0.0,9,-11.709,0,212.294,130.019,4,0.402867824695,0.351528258019,,,,Santa Claws and the Naughty But Nice Orchestra,And Christmas For All! The Holiday Tribute to Metallica,,Battery,2007,0,0.0,0
88,0.0,386.32444,0.0,0.0,11,-6.58,0,379.896,130.984,4,0.842577664477,0.514522578266,,oxford,,Foals,Total Life Forever,0.797208626347,Black Gold,2010,0,0.0,1
89,0.0,172.32934,0.195,0.0,2,-17.488,1,159.817,121.354,3,0.676647669549,0.49551343178,40.71455,"New York City, New York, United States",-74.00712,Peter Yarrow,The Solo Recordings [1971-1972],0.0,Mary Beth,0,0,0.0,0
90,0.0,410.90567,0.694,0.0,9,-13.36,0,398.884,241.309,4,0.448351084452,0.323372777748,,,,Lird Van Goles,Who Set That Fire,0.0,Walk In Holy Ghostwood/Time's Going On,2007,0,0.0,0
91,0.0,188.73424,0.125,0.0,3,-11.806,1,185.713,100.459,1,0.505559734328,0.385749928134,32.29869,"Jackson, MS",-90.18049,Mississippi Sheiks,Honey Babe Let The Deal Go Down: The Best Of Mississippi Sheiks,0.0,When You're Sick With The Blues,1994,0,0.0,0
92,0.0,217.33832,0.0,0.0,1,-5.891,0,217.338,140.02,4,0.529352361418,0.359238746744,,,,Jessica Folcker,Snowflakes,0.196116443239,Snowflakes (VeebeeO Remix),0,0,0.0,0
93,0.0,189.46567,0.0,0.0,9,-5.798,0,189.466,94.041,4,0.709095393128,0.358357904489,,"Santurce, Puerto Rico",,Voltio,12 Discipulos,0.0,Atrevida Bandolera,0,0,0.0,1
94,0.0,223.79057,0.113,0.0,2,-7.701,1,218.244,149.081,1,0.567261405084,0.338273865777,38.8991,"Washington, D.C.",-77.029,Middle Distance Runner,The Sun & Earth,0.432388738242,The Unbeliever,0,0,0.0,0
95,0.0,249.57342,0.0,0.0,7,-11.099,1,243.873,83.719,4,0.631127436934,0.48067925806,39.95227,Philadelphia,-75.16237,Denison Witmer,The 80's EP,0.270775998946,Paper Doll,0,0,0.0,0
96,0.0,78.2624,0.067,0.0,7,-3.737,1,75.146,118.745,4,0.58776858821,0.464547022516,,Dallas TX,,Kill The Client,Escalation of Hostility,0.407901717218,Gridlock,2005,0,0.0,0
97,0.0,213.78567,0.56,0.0,4,-6.471,1,198.258,134.899,4,0.668305851453,0.411727149406,,"Los Angeles, CA",,Giant Drag,Swan Song,0.503752061361,White Baby,2010,0,0.0,0
98,0.0,195.91791,0.0,0.0,7,-6.911,1,185.08,143.0,1,0.494335839547,0.379497318236,,CANADA - Ontario,,The Peelers,THEGETDOWNSYNDROME,0.400039656955,That's Why I'm Leaving,0,0,0.0,0
99,0.0,552.69832,0.357,0.0,11,-7.926,0,547.097,128.094,4,0.455041378139,0.323539749592,,,,Miquel Brown,The Extended Mix,,This Time It's Real,0,0,0.0,0
100,0.0,189.54404,7.755,0.0,8,-19.685,1,175.589,65.13,7,0.640443634687,0.426489331823,,,,J. Tillman,Cancer And Delirium,0.571729008924,If I Get to the Borderline,2008,0,0.0,0
101,0.0,266.08281,0.0,0.0,11,-8.526,0,252.244,137.994,4,0.528114993308,0.400045597495,,"Frankfurt, Germany",,Arabesque,The Best Of Vol. IV - The Megamixes,0.0,Hit Medley Part Three,0,0,0.0,0
102,0.0,519.88853,0.0,0.0,2,-11.072,1,514.38,97.929,4,0.623756570256,0.464182113318,37.8695,"Berkeley, CA",-122.2705,Joshua Redman,Compass,0.393559891342,Insomnomaniac,2009,0,0.0,0
103,0.0,376.73751,0.0,0.0,5,-12.16,1,369.511,75.549,4,0.800189481583,0.564623405405,40.81469,"HOLTSVILLE, New York",-73.04185,Leonard Cohen,Leonard Cohen Live at the Isle of Wight 1970,,Tonight Will Be Fine,1969,0,0.0,1
104,0.0,161.09669,0.514,0.0,5,-20.056,1,156.949,104.567,1,0.015557880683,0.344246580364,,,,Michael Card,The Word,0.0,Will You Not Listen?,0,0,0.0,0
105,0.0,152.45016,0.362,0.0,1,-8.257,0,147.592,194.718,4,0.440042444858,0.319119601789,33.51711,"Greenwood, MS",-90.18043,Eddie Jones,Guitar Boogie Fever,,Country Boogie Fever,0,0,0.0,0
106,0.0,246.7522,0.218,0.0,4,-9.568,0,230.168,81.034,4,0.567490840904,0.432260367646,,,,Perturbazione,Canzoni Allo Specchio,0.340922755864,Se Fosse Adesso,2005,0,0.0,0
107,0.0,367.51628,0.27,0.0,4,-15.303,1,353.344,96.737,4,0.558004202306,0.415402377304,31.30627,"Marlin, TX",-96.89774,Bobbi Humphrey,Blue Break Beats,,Please Set Me At Ease,1975,0,0.0,1
108,0.0,271.38567,0.421,0.0,2,-6.884,1,253.91,110.345,4,0.657401628893,0.473732590339,,,,Operator Please,Yes Yes Vindictive,,Pantomime,2007,0,0.0,0
109,0.0,215.71873,0.0,0.0,0,-14.844,1,215.719,164.04,4,0.713617919141,0.513977593763,,Georgia,,Katie Melua,Live at The O2 Arena,0.462379945973,Nine Million Bicycles,2005,0,0.0,1
110,0.0,189.12608,0.258,0.0,11,-3.792,0,180.535,85.202,3,0.830759465534,0.577364124179,52.66097,"Limerick, Ireland",-8.63261,The Cranberries,Wake Up And Smell The Coffee,0.609188864063,Do You Know,2001,0,0.0,1
111,0.0,229.48526,0.076,0.0,10,-2.811,0,226.186,84.673,1,0.677696326618,0.451890699934,,,,Teenage Bad Girl,Cocotte,0.544750913183,Vacuum,2007,0,0.0,0
112,0.0,179.90485,0.0,0.0,0,-10.035,0,171.59,100.966,4,0.61487093392,0.628246419191,,"Medicine Lodge, KS",,Martina McBride,Timeless,0.400039656955,You Win Again,2005,0,0.0,0
113,0.0,109.47873,0.38,0.0,5,-18.234,0,103.242,91.714,4,0.447808057068,0.291913130379,,,,Scott Glasgow,ROBOTECH: The Shadow Chronicles,,Maia Sterling,2007,0,0.0,0
114,0.0,205.19138,0.996,0.0,7,-4.542,1,196.888,91.938,4,0.629515563349,0.444055406329,,,,Lou Rhodes,The Rain,,The Rain,2007,0,0.0,0
115,0.0,224.46975,0.0,0.0,0,-8.045,1,219.504,132.324,4,0.466929740396,0.370101102902,,,,Elizabeth Daily,Scarface,,Shake It Up,0,0,0.0,1
116,0.0,215.69261,0.0,0.0,1,-4.961,0,215.693,92.308,4,0.858761958756,0.463416059962,,"McComb, MS",,Brandy,Afrodisiac,0.705992766899,Who I Am,2004,0,0.0,1
117,0.0,500.45342,0.194,0.0,9,-7.821,0,486.905,128.008,4,0.387802832908,0.26852569028,,,,Cricco Castelli,Escape From Rome,,Escape From Rome,0,0,0.0,0
118,0.0,352.88771,0.0,0.0,1,-14.669,1,346.366,129.019,4,0.464266354298,0.405329103702,50.84838,Brussels,4.34968,Peter Van Hoesen,Past Revisited EP,0.323112120895,Strikethrough,0,0,0.0,0
119,0.0,155.16689,0.114,0.0,11,-5.131,0,146.442,168.064,4,0.717611584015,0.471309954525,,,,Brazilian Girls,Talk To La Bomb,0.697387513891,Never Met A German,2006,0,0.0,0
120,0.0,57.7824,0.084,0.0,4,-3.033,1,55.385,192.768,1,0.496431052963,0.414815891108,,,,Career Suicide,Anthology Of Releases: 2004 - 2005,0.0,Stones You Throw,0,0,0.0,0
121,0.0,360.09751,0.183,0.0,9,-12.039,1,355.428,175.479,4,0.707211765021,0.438342797585,-12.97002,"Salvador, Bahia, Brazil",-38.50456,Gilberto Gil,A Arte De Gilberto Gil,,Oriente,1972,0,0.0,1
122,0.0,96.33914,0.0,0.0,9,-6.882,1,96.339,79.065,4,0.620665979695,0.378435751178,,,,Robert Pollard,Elephant Jokes,0.265861049211,Perverted Eyelash,2009,0,0.0,0
123,0.0,147.98322,0.149,0.0,2,-10.173,1,140.127,94.069,4,0.578704330746,0.369883827949,,,,The Race,When It Falls,,Eye Spy,0,0,0.0,0
124,0.0,223.37261,0.0,0.0,1,-3.744,0,219.922,140.427,4,0.782833930436,0.593970647985,,,,Puddle Of Mudd,Come Clean,0.76234098449,Out Of My Head,2001,0,0.0,1
125,0.0,226.7424,0.0,0.0,2,-18.846,0,226.742,64.542,1,0.795240123809,0.57163841053,,"HOLTSVILLE, New York",,Leonard Cohen,Live In London,,Suzanne,1967,0,0.0,1
126,0.0,360.56771,0.0,0.0,0,-7.45,0,355.341,90.018,5,0.401473771934,0.429267837271,,,,DaVIP,Hypnotized,0.3352601103,Pump Up The Electro Volume,0,0,0.0,0
127,0.0,400.71791,0.282,0.0,8,-10.101,0,356.862,126.991,4,0.450691016047,0.272982275625,,,,Max Brannslokker,Aerobica,,Telze',0,0,0.0,0
128,0.0,299.44118,0.09,0.0,2,-13.545,1,290.766,100.461,4,0.611171822059,0.399967757659,18.01571,Kingston,-76.79731,Chaka Demus & Pliers,Back Against The Wall,,Scream My Name,0,0,0.0,0
129,0.0,244.47955,0.351,0.0,5,-13.24,1,231.207,166.087,4,0.665133016515,0.499298211006,,,,Jane Monheit,The Lovers_ the Dreamers and Me,0.620927226651,I Do It For Your Love,2008,0,0.0,0
130,0.0,256.54812,0.282,0.0,4,-6.56,1,241.36,136.952,4,0.474254700738,0.376553915164,,,,Popsicle,Template,,Blow Up,2005,0,0.0,0
131,0.0,161.95873,0.967,0.0,5,-16.514,1,155.051,76.999,1,0.501247791744,0.356898014201,34.7519,"Elmar, AR",-92.13055,Roosevelt Sykes,Music Is My Business,0.270775998946,Music Is My Business,0,0,0.0,1
132,0.0,251.16689,0.252,0.0,0,-6.216,1,242.062,110.787,4,0.415173970724,0.0,,,,June Star,Songs From An Engineer's Daughter,0.202581887966,Tonight,0,0,0.0,0
